dropGroupId,stageId,triggerNode,rewardSlot1Type,rewardSlot1Id,rewardSlot1Min,rewardSlot1Max,rewardSlot2Type,rewardSlot2Id,rewardSlot2Min,rewardSlot2Max,rewardSlot2Chance,rewardSlot3Type,rewardSlot3Id,rewardSlot3Min,rewardSlot3Max,rewardSlot3Chance,writebackRule,notes
drop_dc_mid_01_elite_1,DC_MID_01,elite_1_clear,currency_spirit_stone,spirit_stone,97,133,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dc_mid_01_elite_2,DC_MID_01,elite_2_clear,currency_spirit_stone,spirit_stone,151,213,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dc_mid_01_boss_clear,DC_MID_01,boss_clear,currency_spirit_stone,spirit_stone,311,445,item,break_dan_7,0,1,0.55,item,break_mat_7,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_dc_late_01_normal,DC_LATE_01,normal_clear,currency_spirit_stone,spirit_stone,32,50,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_dc_late_01_elite_base,DC_LATE_01,elite_base,currency_spirit_stone,spirit_stone,101,138,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_dc_late_01_elite_1,DC_LATE_01,elite_1_clear,currency_spirit_stone,spirit_stone,101,138,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dc_late_01_elite_2,DC_LATE_01,elite_2_clear,currency_spirit_stone,spirit_stone,156,220,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dc_late_01_boss_clear,DC_LATE_01,boss_clear,currency_spirit_stone,spirit_stone,322,460,item,break_dan_7,0,1,0.55,item,break_mat_7,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_dj_early_01_normal,DJ_EARLY_01,normal_clear,currency_spirit_stone,spirit_stone,33,52,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_dj_early_01_elite_base,DJ_EARLY_01,elite_base,currency_spirit_stone,spirit_stone,104,142,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_dj_early_01_elite_1,DJ_EARLY_01,elite_1_clear,currency_spirit_stone,spirit_stone,104,142,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dj_early_01_elite_2,DJ_EARLY_01,elite_2_clear,currency_spirit_stone,spirit_stone,161,228,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dj_early_01_boss_clear,DJ_EARLY_01,boss_clear,currency_spirit_stone,spirit_stone,332,475,item,break_dan_8,0,1,0.55,item,break_mat_8,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_dj_mid_01_normal,DJ_MID_01,normal_clear,currency_spirit_stone,spirit_stone,34,54,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_dj_mid_01_elite_base,DJ_MID_01,elite_base,currency_spirit_stone,spirit_stone,108,148,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_dj_mid_01_elite_1,DJ_MID_01,elite_1_clear,currency_spirit_stone,spirit_stone,108,148,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dj_mid_01_elite_2,DJ_MID_01,elite_2_clear,currency_spirit_stone,spirit_stone,168,237,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dj_mid_01_boss_clear,DJ_MID_01,boss_clear,currency_spirit_stone,spirit_stone,346,495,item,break_dan_8,0,1,0.55,item,break_mat_8,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_dj_late_01_normal,DJ_LATE_01,normal_clear,currency_spirit_stone,spirit_stone,35,56,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_dj_late_01_elite_base,DJ_LATE_01,elite_base,currency_spirit_stone,spirit_stone,112,153,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_dj_late_01_elite_1,DJ_LATE_01,elite_1_clear,currency_spirit_stone,spirit_stone,112,153,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dj_late_01_elite_2,DJ_LATE_01,elite_2_clear,currency_spirit_stone,spirit_stone,173,244,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dj_late_01_boss_clear,DJ_LATE_01,boss_clear,currency_spirit_stone,spirit_stone,357,510,item,break_dan_8,0,1,0.55,item,break_mat_8,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_zx_early_01_normal,ZX_EARLY_01,normal_clear,currency_spirit_stone,spirit_stone,36,57,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_zx_early_01_elite_base,ZX_EARLY_01,elite_base,currency_spirit_stone,spirit_stone,115,157,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_zx_early_01_elite_1,ZX_EARLY_01,elite_1_clear,currency_spirit_stone,spirit_stone,115,157,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_zx_early_01_elite_2,ZX_EARLY_01,elite_2_clear,currency_spirit_stone,spirit_stone,178,252,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_zx_early_01_boss_clear,ZX_EARLY_01,boss_clear,currency_spirit_stone,spirit_stone,367,525,item,break_dan_9,0,1,0.55,item,break_mat_9,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_zx_mid_01_normal,ZX_MID_01,normal_clear,currency_spirit_stone,spirit_stone,37,59,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_zx_mid_01_elite_base,ZX_MID_01,elite_base,currency_spirit_stone,spirit_stone,118,162,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_zx_mid_01_elite_1,ZX_MID_01,elite_1_clear,currency_spirit_stone,spirit_stone,118,162,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_zx_mid_01_elite_2,ZX_MID_01,elite_2_clear,currency_spirit_stone,spirit_stone,183,259,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_zx_mid_01_boss_clear,ZX_MID_01,boss_clear,currency_spirit_stone,spirit_stone,378,540,item,break_dan_9,0,1,0.55,item,break_mat_9,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_zx_late_01_normal,ZX_LATE_01,normal_clear,currency_spirit_stone,spirit_stone,38,61,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_zx_late_01_elite_base,ZX_LATE_01,elite_base,currency_spirit_stone,spirit_stone,122,166,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_zx_late_01_elite_1,ZX_LATE_01,elite_1_clear,currency_spirit_stone,spirit_stone,122,166,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_zx_late_01_elite_2,ZX_LATE_01,elite_2_clear,currency_spirit_stone,spirit_stone,188,266,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_zx_late_01_boss_clear,ZX_LATE_01,boss_clear,currency_spirit_stone,spirit_stone,388,555,item,break_dan_9,0,1,0.55,item,break_mat_9,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_jx_early_01_normal,JX_EARLY_01,normal_clear,currency_spirit_stone,spirit_stone,40,63,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_jx_early_01_elite_base,JX_EARLY_01,elite_base,currency_spirit_stone,spirit_stone,126,172,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_jx_early_01_elite_1,JX_EARLY_01,elite_1_clear,currency_spirit_stone,spirit_stone,126,172,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_jx_early_01_elite_2,JX_EARLY_01,elite_2_clear,currency_spirit_stone,spirit_stone,195,276,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_jx_early_01_boss_clear,JX_EARLY_01,boss_clear,currency_spirit_stone,spirit_stone,402,575,item,break_dan_10,0,1,0.55,item,break_mat_10,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_jx_mid_01_normal,JX_MID_01,normal_clear,currency_spirit_stone,spirit_stone,41,64,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_jx_mid_01_elite_base,JX_MID_01,elite_base,currency_spirit_stone,spirit_stone,129,177,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_jx_mid_01_elite_1,JX_MID_01,elite_1_clear,currency_spirit_stone,spirit_stone,129,177,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_jx_mid_01_elite_2,JX_MID_01,elite_2_clear,currency_spirit_stone,spirit_stone,200,283,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_jx_mid_01_boss_clear,JX_MID_01,boss_clear,currency_spirit_stone,spirit_stone,413,590,item,break_dan_10,0,1,0.55,item,break_mat_10,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_jx_late_01_normal,JX_LATE_01,normal_clear,currency_spirit_stone,spirit_stone,42,66,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_jx_late_01_elite_base,JX_LATE_01,elite_base,currency_spirit_stone,spirit_stone,133,181,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_jx_late_01_elite_1,JX_LATE_01,elite_1_clear,currency_spirit_stone,spirit_stone,133,181,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_jx_late_01_elite_2,JX_LATE_01,elite_2_clear,currency_spirit_stone,spirit_stone,205,290,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_jx_late_01_boss_clear,JX_LATE_01,boss_clear,currency_spirit_stone,spirit_stone,423,605,item,break_dan_10,0,1,0.55,item,break_mat_10,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_ty_early_01_normal,TY_EARLY_01,normal_clear,currency_spirit_stone,spirit_stone,43,68,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_ty_early_01_elite_base,TY_EARLY_01,elite_base,currency_spirit_stone,spirit_stone,136,186,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_ty_early_01_elite_1,TY_EARLY_01,elite_1_clear,currency_spirit_stone,spirit_stone,136,186,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_ty_early_01_elite_2,TY_EARLY_01,elite_2_clear,currency_spirit_stone,spirit_stone,210,297,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_ty_early_01_boss_clear,TY_EARLY_01,boss_clear,currency_spirit_stone,spirit_stone,434,620,item,break_dan_11,0,1,0.55,item,break_mat_11,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_ty_mid_01_normal,TY_MID_01,normal_clear,currency_spirit_stone,spirit_stone,44,70,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_ty_mid_01_elite_base,TY_MID_01,elite_base,currency_spirit_stone,spirit_stone,140,192,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_ty_mid_01_elite_1,TY_MID_01,elite_1_clear,currency_spirit_stone,spirit_stone,140,192,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_ty_mid_01_elite_2,TY_MID_01,elite_2_clear,currency_spirit_stone,spirit_stone,217,307,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_ty_mid_01_boss_clear,TY_MID_01,boss_clear,currency_spirit_stone,spirit_stone,448,640,item,break_dan_11,0,1,0.55,item,break_mat_11,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_ty_late_01_normal,TY_LATE_01,normal_clear,currency_spirit_stone,spirit_stone,45,72,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_ty_late_01_elite_base,TY_LATE_01,elite_base,currency_spirit_stone,spirit_stone,144,196,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_ty_late_01_elite_1,TY_LATE_01,elite_1_clear,currency_spirit_stone,spirit_stone,144,196,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_ty_late_01_elite_2,TY_LATE_01,elite_2_clear,currency_spirit_stone,spirit_stone,222,314,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_ty_late_01_boss_clear,TY_LATE_01,boss_clear,currency_spirit_stone,spirit_stone,458,655,item,break_dan_11,0,1,0.55,item,break_mat_11,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_dl_early_01_normal,DL_EARLY_01,normal_clear,currency_spirit_stone,spirit_stone,46,73,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_dl_early_01_elite_base,DL_EARLY_01,elite_base,currency_spirit_stone,spirit_stone,147,201,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_dl_early_01_elite_1,DL_EARLY_01,elite_1_clear,currency_spirit_stone,spirit_stone,147,201,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dl_early_01_elite_2,DL_EARLY_01,elite_2_clear,currency_spirit_stone,spirit_stone,227,321,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dl_early_01_boss_clear,DL_EARLY_01,boss_clear,currency_spirit_stone,spirit_stone,469,670,item,break_dan_12,0,1,0.55,item,break_mat_12,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_dl_mid_01_normal,DL_MID_01,normal_clear,currency_spirit_stone,spirit_stone,47,75,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_dl_mid_01_elite_base,DL_MID_01,elite_base,currency_spirit_stone,spirit_stone,150,205,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_dl_mid_01_elite_1,DL_MID_01,elite_1_clear,currency_spirit_stone,spirit_stone,150,205,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dl_mid_01_elite_2,DL_MID_01,elite_2_clear,currency_spirit_stone,spirit_stone,232,328,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dl_mid_01_boss_clear,DL_MID_01,boss_clear,currency_spirit_stone,spirit_stone,479,685,item,break_dan_12,0,1,0.55,item,break_mat_12,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_dl_late_01_normal,DL_LATE_01,normal_clear,currency_spirit_stone,spirit_stone,49,77,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_dl_late_01_elite_base,DL_LATE_01,elite_base,currency_spirit_stone,spirit_stone,155,211,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_dl_late_01_elite_1,DL_LATE_01,elite_1_clear,currency_spirit_stone,spirit_stone,155,211,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dl_late_01_elite_2,DL_LATE_01,elite_2_clear,currency_spirit_stone,spirit_stone,239,338,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dl_late_01_boss_clear,DL_LATE_01,boss_clear,currency_spirit_stone,spirit_stone,493,705,item,break_dan_12,0,1,0.55,item,break_mat_12,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_dz_early_01_normal,DZ_EARLY_01,normal_clear,currency_spirit_stone,spirit_stone,50,79,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_dz_early_01_elite_base,DZ_EARLY_01,elite_base,currency_spirit_stone,spirit_stone,158,216,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_dz_early_01_elite_1,DZ_EARLY_01,elite_1_clear,currency_spirit_stone,spirit_stone,158,216,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dz_early_01_elite_2,DZ_EARLY_01,elite_2_clear,currency_spirit_stone,spirit_stone,244,345,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dz_early_01_boss_clear,DZ_EARLY_01,boss_clear,currency_spirit_stone,spirit_stone,504,720,item,break_dan_13,0,1,0.55,item,break_mat_13,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_dz_mid_01_normal,DZ_MID_01,normal_clear,currency_spirit_stone,spirit_stone,51,80,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_dz_mid_01_elite_base,DZ_MID_01,elite_base,currency_spirit_stone,spirit_stone,161,220,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_dz_mid_01_elite_1,DZ_MID_01,elite_1_clear,currency_spirit_stone,spirit_stone,161,220,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dz_mid_01_elite_2,DZ_MID_01,elite_2_clear,currency_spirit_stone,spirit_stone,249,352,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dz_mid_01_boss_clear,DZ_MID_01,boss_clear,currency_spirit_stone,spirit_stone,514,735,item,break_dan_13,0,1,0.55,item,break_mat_13,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
drop_dz_late_01_normal,DZ_LATE_01,normal_clear,currency_spirit_stone,spirit_stone,52,82,,,,,,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,普通敌潮基础掉落。
drop_dz_late_01_elite_base,DZ_LATE_01,elite_base,currency_spirit_stone,spirit_stone,165,225,item,huiling,0,1,0.30,,,,,,作为精英模板继承默认掉落，仅用于战场精英模板回链。,不直接在主流程显示，供精英继承。
drop_dz_late_01_elite_1,DZ_LATE_01,elite_1_clear,currency_spirit_stone,spirit_stone,165,225,item,huiling,0,1,0.35,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第一精英清场奖励。
drop_dz_late_01_elite_2,DZ_LATE_01,elite_2_clear,currency_spirit_stone,spirit_stone,255,360,item,teleport,0,1,0.18,,,,,,进入runBag，通关或成功撤离后写入纳戒；死亡或认命离开丢失。,第二精英清场奖励。
drop_dz_late_01_boss_clear,DZ_LATE_01,boss_clear,currency_spirit_stone,spirit_stone,525,750,item,break_dan_13,0,1,0.55,item,break_mat_13,1,2,1.0,先进入runBag，在 settle_commit 中统一写入纳戒；不允许首领死亡同帧直接写回永久库存。,首领首通/清场奖励主包。
